,ingressRetxAfterBurst,ingressMax,ingressHeightP95,ecnVol,ecnAfterBurst,avgConnections,Position,Length,FirstRetxPosition,maxConnections,maxConnAfterBurst,ingressVol,ingressRetxVol,ingressAfterBurst,ecnP99,ecnP90,LastRetxPosition,sessionIngressVol,sessionIngressRetxVol,sessionECNVol,sessionAvgConnections,Ingress P99.900000,Ingress P99.000000,Ingress P90.000000,Egress P99.900000,Egress P99.000000,Egress P90.000000,ECN P99.900000,ECN P99.000000,ECN P90.000000,Burst Threshold,StartTimestamp
0,0.0,857673.0,857673.0,0.0,0.0,1.0,65.0,1.0,-1.0,1.0,2.0,857673.0,0.0,595323.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
1,0.0,817254.0,817254.0,0.0,0.0,1.0,648.0,1.0,-1.0,1.0,1.0,817254.0,0.0,537946.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
2,0.0,913228.0,913228.0,0.0,0.0,2.0,804.0,1.0,-1.0,2.0,1.0,913228.0,0.0,681930.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
3,0.0,937065.0,937065.0,0.0,0.0,1.0,902.0,1.0,-1.0,1.0,0.0,937065.0,0.0,319846.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
4,0.0,820073.0,820073.0,0.0,0.0,1.0,1607.0,1.0,-1.0,1.0,1.0,820073.0,0.0,737726.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
5,0.0,804998.0,804998.0,0.0,0.0,1.0,1714.0,1.0,-1.0,1.0,1.0,804998.0,0.0,747391.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
6,0.0,786646.0,786646.0,0.0,0.0,1.0,1760.0,1.0,-1.0,1.0,1.0,786646.0,0.0,683926.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
7,0.0,1025486.0,1023242.65,0.0,0.0,2.0,28.0,2.0,-1.0,2.0,1.0,2006105.0,0.0,545556.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
8,0.0,1121023.0,1108151.85,0.0,0.0,1.0,344.0,2.0,-1.0,1.0,1.0,1984623.0,0.0,559757.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
9,0.0,1374064.0,1361289.65,766793.0,482055.0,2.0,598.0,2.0,-1.0,2.0,2.0,2492641.0,0.0,658107.0,759125.07,690113.7000000001,-1.0,,,,,,,,,,,,,,,1641906443043.386
10,0.0,906131.0,904641.4,0.0,0.0,1.0,706.0,2.0,-1.0,1.0,1.0,1782470.0,0.0,698983.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906443043.386
