,ingressRetxAfterBurst,ingressMax,ingressHeightP95,ecnVol,ecnAfterBurst,avgConnections,Position,Length,FirstRetxPosition,maxConnections,maxConnAfterBurst,ingressVol,ingressRetxVol,ingressAfterBurst,ecnP99,ecnP90,LastRetxPosition,sessionIngressVol,sessionIngressRetxVol,sessionECNVol,sessionAvgConnections,Ingress P99.900000,Ingress P99.000000,Ingress P90.000000,Egress P99.900000,Egress P99.000000,Egress P90.000000,ECN P99.900000,ECN P99.000000,ECN P90.000000,Burst Threshold,StartTimestamp
0,0.0,877988.0,877988.0,0.0,0.0,2.0,239.0,1.0,-1.0,2.0,2.0,877988.0,0.0,596710.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
1,0.0,803297.0,803297.0,0.0,0.0,2.0,304.0,1.0,-1.0,2.0,1.0,803297.0,0.0,604822.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
2,0.0,784909.0,784909.0,0.0,0.0,8.0,470.0,1.0,-1.0,8.0,6.0,784909.0,0.0,506675.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
3,0.0,916845.0,916845.0,0.0,0.0,4.0,595.0,1.0,-1.0,4.0,4.0,916845.0,0.0,743812.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
4,0.0,956697.0,956697.0,477055.0,223255.0,3.0,739.0,1.0,-1.0,3.0,3.0,956697.0,0.0,649118.0,477055.0,477055.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
5,0.0,814623.0,814623.0,0.0,0.0,3.0,752.0,1.0,-1.0,3.0,2.0,814623.0,0.0,574273.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
6,386.0,833572.0,833572.0,0.0,0.0,2.0,975.0,1.0,-1.0,2.0,3.0,833572.0,0.0,526728.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
7,0.0,1022121.0,1022121.0,0.0,0.0,1.0,1206.0,1.0,-1.0,1.0,1.0,1022121.0,0.0,674246.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
8,0.0,821982.0,821982.0,0.0,0.0,2.0,1596.0,1.0,-1.0,2.0,1.0,821982.0,0.0,471275.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
9,0.0,916415.0,916415.0,234187.0,151623.0,2.0,1928.0,1.0,-1.0,2.0,2.0,916415.0,0.0,572375.0,234187.0,234187.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
10,0.0,878579.0,875659.4,0.0,0.0,4.5,253.0,2.0,-1.0,5.0,3.0,1698766.0,0.0,615834.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
11,0.0,1001215.0,999605.95,150759.0,97608.0,3.0,334.0,2.0,-1.0,3.0,2.0,1970249.0,0.0,446307.0,149251.41,135683.1,-1.0,,,,,,,,,,,,,,,1641907617030.393
12,0.0,966284.0,964647.3,91821.0,0.0,2.0,515.0,2.0,-1.0,2.0,1.0,1899834.0,0.0,716641.0,55538.509999999995,53770.100000000006,-1.0,,,,,,,,,,,,,,,1641907617030.393
13,0.0,883001.0,878356.9,80119.0,0.0,2.5,553.0,2.0,-1.0,3.0,2.0,1673120.0,0.0,277683.0,48460.55,46917.5,-1.0,,,,,,,,,,,,,,,1641907617030.393
14,0.0,906241.0,900976.45,11595.0,0.0,2.0,574.0,2.0,-1.0,2.0,3.0,1707191.0,0.0,630719.0,7013.1900000000005,6789.9,-1.0,,,,,,,,,,,,,,,1641907617030.393
15,0.0,1099631.0,1086923.05,0.0,0.0,3.5,641.0,2.0,-1.0,4.0,5.0,1945103.0,0.0,615464.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
16,0.0,1125446.0,1113051.3,0.0,0.0,3.0,644.0,2.0,-1.0,4.0,4.0,2002998.0,0.0,771669.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
17,0.0,816083.0,814595.9,0.0,0.0,2.0,712.0,2.0,-1.0,2.0,2.0,1602424.0,0.0,717239.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
18,0.0,1151154.0,1139741.55,1251594.0,0.0,5.5,845.0,2.0,-1.0,6.0,2.0,2074059.0,0.0,210613.0,768114.56,741974.6,-1.0,,,,,,,,,,,,,,,1641907617030.393
19,0.0,1230221.0,1226555.6,886531.0,0.0,2.6666666666666665,601.0,3.0,-1.0,3.0,1.0,3598538.0,0.0,648840.0,436942.33999999997,427162.4,-1.0,,,,,,,,,,,,,,,1641907617030.393
20,0.0,1178820.0,1163511.8,63175.0,0.0,2.6666666666666665,828.0,3.0,-1.0,3.0,2.0,3058754.0,0.0,621990.0,38076.619999999995,35643.2,-1.0,,,,,,,,,,,,,,,1641907617030.393
21,0.0,1224204.0,1216396.1,0.0,0.0,2.3333333333333335,922.0,3.0,-1.0,3.0,1.0,3306374.0,0.0,754473.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
22,0.0,1251221.0,1234781.3,213459.0,0.0,3.0,996.0,3.0,-1.0,3.0,1.0,3417020.0,0.0,387986.0,128656.38,120433.8,-1.0,,,,,,,,,,,,,,,1641907617030.393
23,0.0,991760.0,991403.4,11681.0,0.0,2.0,1053.0,3.0,-1.0,2.0,1.0,2842895.0,0.0,489228.0,7040.02,6590.2,-1.0,,,,,,,,,,,,,,,1641907617030.393
24,0.0,1220151.0,1209060.4,160622.0,0.0,3.6666666666666665,1282.0,3.0,-1.0,4.0,2.0,3346574.0,0.0,412813.0,81073.92,74350.2,-1.0,,,,,,,,,,,,,,,1641907617030.393
25,0.0,956903.0,954281.9,13023.0,0.0,2.25,716.0,4.0,-1.0,3.0,3.0,3589854.0,0.0,668822.0,7821.389999999999,7068.900000000001,-1.0,,,,,,,,,,,,,,,1641907617030.393
26,0.0,1276508.0,1268382.65,1979944.0,0.0,2.75,927.0,4.0,-1.0,3.0,3.0,4143409.0,0.0,607002.0,967589.3399999999,875081.4,-1.0,,,,,,,,,,,,,,,1641907617030.393
27,0.0,945658.0,934273.9,0.0,0.0,1.5,936.0,4.0,-1.0,2.0,2.0,3494203.0,0.0,653756.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
28,0.0,951403.0,951213.0,83560.0,0.0,4.2,258.0,5.0,-1.0,6.0,2.0,4360399.0,0.0,570075.0,53276.32,44279.200000000004,-1.0,,,,,,,,,,,,,,,1641907617030.393
29,0.0,1070911.0,1048977.2,414365.0,0.0,3.4,647.0,5.0,-1.0,4.0,3.0,4626881.0,0.0,706535.0,247973.0,216050.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
30,0.0,1211283.0,1203543.8,553206.0,0.0,1.8,784.0,5.0,-1.0,3.0,2.0,5783355.0,0.0,741514.0,331060.56,288441.6,-1.0,,,,,,,,,,,,,,,1641907617030.393
31,0.0,1520971.0,1505543.75,4967758.0,276822.0,3.5,180.0,6.0,-1.0,5.0,3.0,8252019.0,0.0,407636.0,1336887.0,1227321.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
32,0.0,1187206.0,1147211.25,774463.0,56985.0,2.8333333333333335,412.0,6.0,-1.0,4.0,2.0,5934704.0,0.0,539904.0,399405.70000000007,329716.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
33,0.0,1284747.0,1267581.5,335131.0,0.0,2.8333333333333335,1165.0,6.0,-1.0,4.0,2.0,6765946.0,0.0,714774.0,199839.05000000002,167565.5,-1.0,,,,,,,,,,,,,,,1641907617030.393
34,0.0,1120592.0,1103912.0,474758.0,61340.0,4.333333333333333,1210.0,6.0,-1.0,5.0,4.0,5917912.0,0.0,752300.0,226603.85000000003,190008.5,-1.0,,,,,,,,,,,,,,,1641907617030.393
35,0.0,1028709.0,1003762.5,319388.0,0.0,2.142857142857143,519.0,7.0,-1.0,3.0,1.0,6336617.0,0.0,498695.0,121932.59999999998,87918.00000000003,-1.0,,,,,,,,,,,,,,,1641907617030.393
36,0.0,1308581.0,1291187.0,2111063.0,13536.0,2.7142857142857144,658.0,7.0,-1.0,4.0,2.0,8374997.0,0.0,650601.0,790225.7199999999,647996.2000000001,-1.0,,,,,,,,,,,,,,,1641907617030.393
37,0.0,1079143.0,1074282.4,0.0,0.0,1.5714285714285714,722.0,7.0,-1.0,3.0,3.0,6991443.0,0.0,663214.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
38,0.0,1013962.0,987585.1,0.0,0.0,3.0,979.0,7.0,-1.0,4.0,2.0,6174742.0,0.0,475960.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907617030.393
39,0.0,1497475.0,1469520.0999999999,3567454.0,106013.0,2.5714285714285716,1033.0,7.0,-1.0,4.0,1.0,9111610.0,0.0,486843.0,1465019.4399999997,1172919.4000000001,-1.0,,,,,,,,,,,,,,,1641907617030.393
40,0.0,1354456.0,1328642.2,90730.0,0.0,2.7142857142857144,1092.0,7.0,-1.0,4.0,2.0,8088026.0,0.0,312336.0,60440.659999999974,34823.60000000002,-1.0,,,,,,,,,,,,,,,1641907617030.393
41,0.0,1131432.0,1122546.9,45303.0,29331.0,3.2857142857142856,1105.0,7.0,-1.0,5.0,2.0,7322473.0,0.0,442369.0,42584.81999999998,18121.200000000015,-1.0,,,,,,,,,,,,,,,1641907617030.393
