,ingressRetxAfterBurst,ingressMax,ingressHeightP95,ecnVol,ecnAfterBurst,avgConnections,Position,Length,FirstRetxPosition,maxConnections,maxConnAfterBurst,ingressVol,ingressRetxVol,ingressAfterBurst,ecnP99,ecnP90,LastRetxPosition,sessionIngressVol,sessionIngressRetxVol,sessionECNVol,sessionAvgConnections,Ingress P99.900000,Ingress P99.000000,Ingress P90.000000,Egress P99.900000,Egress P99.000000,Egress P90.000000,ECN P99.900000,ECN P99.000000,ECN P90.000000,Burst Threshold,StartTimestamp
0,0.0,1100234.0,1100234.0,314941.0,39018.0,38.0,124.0,1.0,-1.0,38.0,33.0,1100234.0,0.0,750123.0,314941.0,314941.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
1,0.0,790221.0,790221.0,498929.0,0.0,49.0,501.0,1.0,-1.0,49.0,47.0,790221.0,0.0,508450.0,498929.0,498929.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
2,0.0,786706.0,786706.0,39818.0,138609.0,45.0,526.0,1.0,-1.0,45.0,42.0,786706.0,0.0,705798.0,39818.0,39818.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
3,0.0,805741.0,805741.0,389225.0,126479.0,42.0,528.0,1.0,-1.0,42.0,45.0,805741.0,0.0,678521.0,389225.0,389225.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
4,0.0,818857.0,818857.0,0.0,0.0,41.0,533.0,1.0,-1.0,41.0,44.0,818857.0,0.0,741089.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
5,0.0,911843.0,911843.0,343340.0,0.0,32.0,682.0,1.0,-1.0,32.0,32.0,911843.0,0.0,696033.0,343340.0,343340.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
6,0.0,859079.0,859079.0,0.0,0.0,31.0,684.0,1.0,-1.0,31.0,34.0,859079.0,0.0,737500.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
7,0.0,828970.0,828970.0,0.0,57268.0,31.0,687.0,1.0,-1.0,31.0,31.0,828970.0,0.0,772909.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
8,0.0,898600.0,898600.0,480828.0,82709.0,35.0,715.0,1.0,-1.0,35.0,35.0,898600.0,0.0,701193.0,480828.0,480828.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
9,0.0,790843.0,790843.0,0.0,0.0,32.0,944.0,1.0,-1.0,32.0,37.0,790843.0,0.0,614102.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
10,0.0,797812.0,797812.0,59078.0,0.0,21.0,1335.0,1.0,-1.0,21.0,29.0,797812.0,0.0,691177.0,59078.0,59078.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
11,0.0,1200804.0,1200804.0,622858.0,0.0,31.0,1347.0,1.0,-1.0,31.0,31.0,1200804.0,0.0,587060.0,622858.0,622858.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
12,0.0,899378.0,899378.0,625237.0,438280.0,42.0,1792.0,1.0,-1.0,42.0,46.0,899378.0,0.0,593429.0,625237.0,625237.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
13,0.0,933549.0,931480.35,1404.0,10105.0,31.5,126.0,2.0,-1.0,32.0,43.0,1825725.0,0.0,682723.0,1389.96,1263.6000000000001,-1.0,,,,,,,,,,,,,,,1641906389030.878
14,0.0,814786.0,813800.5,121415.0,23897.0,30.5,270.0,2.0,-1.0,31.0,35.0,1609862.0,0.0,507219.0,72639.49,70447.9,-1.0,,,,,,,,,,,,,,,1641906389030.878
15,0.0,882127.0,877489.0,271421.0,0.0,35.5,959.0,2.0,-1.0,37.0,35.0,1671494.0,0.0,726867.0,268706.79,244278.9,-1.0,,,,,,,,,,,,,,,1641906389030.878
16,0.0,900198.0,895189.25,0.0,0.0,44.0,1794.0,2.0,-1.0,46.0,44.0,1700221.0,0.0,383408.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
17,0.0,1107745.0,1102218.9,1005796.0,28912.0,34.666666666666664,910.0,3.0,-1.0,35.0,32.0,3122833.0,0.0,764700.0,505745.32,498503.2,-1.0,,,,,,,,,,,,,,,1641906389030.878
18,0.0,1173757.0,1142135.2,749757.0,0.0,31.666666666666668,1204.0,3.0,-1.0,32.0,30.0,2885666.0,0.0,695623.0,711315.86,584594.6,-1.0,,,,,,,,,,,,,,,1641906389030.878
19,0.0,1035315.0,1029598.0,1273455.0,225786.0,36.666666666666664,1769.0,3.0,-1.0,40.0,40.0,2935271.0,0.0,761481.0,553024.3200000001,525172.2,-1.0,,,,,,,,,,,,,,,1641906389030.878
20,0.0,1010201.0,1008700.4,0.0,0.0,31.0,1208.0,4.0,-1.0,34.0,32.0,3711503.0,0.0,706489.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
21,0.0,965669.0,961202.6,499222.0,0.0,31.75,1225.0,4.0,-1.0,33.0,32.0,3651935.0,0.0,519029.0,389677.5799999999,309213.80000000005,-1.0,,,,,,,,,,,,,,,1641906389030.878
22,0.0,965792.0,964130.6,0.0,0.0,32.5,1230.0,4.0,-1.0,34.0,33.0,3776167.0,0.0,244029.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906389030.878
23,0.0,893595.0,890538.8,45492.0,6344.0,34.0,962.0,5.0,-1.0,35.0,35.0,4226592.0,0.0,680368.0,38665.68,26206.800000000003,-1.0,,,,,,,,,,,,,,,1641906389030.878
24,0.0,1241427.0,1227003.0,879026.0,0.0,30.571428571428573,1350.0,7.0,-1.0,32.0,33.0,7651180.0,0.0,556179.0,570414.9199999998,343956.2000000002,-1.0,,,,,,,,,,,,,,,1641906389030.878
25,,,,,,,,,,,,,,,,,,157117018.0,22356.0,14720545.0,36.33719646799117,1194756.3730000022,941418.1199999992,468073.2000000009,1562500.0,1562500.0,1562500.0,623307.6310000008,315839.89999999985,0.0,0.5,1641906389030.878
