,ingressRetxAfterBurst,ingressMax,ingressHeightP95,ecnVol,ecnAfterBurst,avgConnections,Position,Length,FirstRetxPosition,maxConnections,maxConnAfterBurst,ingressVol,ingressRetxVol,ingressAfterBurst,ecnP99,ecnP90,LastRetxPosition,sessionIngressVol,sessionIngressRetxVol,sessionECNVol,sessionAvgConnections,Ingress P99.900000,Ingress P99.000000,Ingress P90.000000,Egress P99.900000,Egress P99.000000,Egress P90.000000,ECN P99.900000,ECN P99.000000,ECN P90.000000,Burst Threshold,StartTimestamp
0,0.0,905905.0,905905.0,0.0,0.0,12.0,1.0,1.0,-1.0,12.0,16.0,905905.0,0.0,585808.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
1,0.0,805997.0,805997.0,0.0,0.0,18.0,8.0,1.0,-1.0,18.0,15.0,805997.0,0.0,162569.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
2,0.0,869356.0,869356.0,0.0,0.0,18.0,12.0,1.0,-1.0,18.0,16.0,869356.0,0.0,553092.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
3,0.0,784651.0,784651.0,0.0,0.0,17.0,125.0,1.0,-1.0,17.0,15.0,784651.0,0.0,709109.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
4,0.0,783747.0,783747.0,0.0,0.0,14.0,150.0,1.0,-1.0,14.0,14.0,783747.0,0.0,756031.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
5,0.0,838866.0,838866.0,0.0,0.0,12.0,171.0,1.0,-1.0,12.0,15.0,838866.0,0.0,775317.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
6,0.0,999965.0,999965.0,0.0,0.0,10.0,261.0,1.0,-1.0,10.0,11.0,999965.0,0.0,527909.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
7,0.0,1060890.0,1060890.0,0.0,0.0,13.0,312.0,1.0,-1.0,13.0,11.0,1060890.0,0.0,752784.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
8,0.0,885893.0,885893.0,0.0,0.0,12.0,325.0,1.0,-1.0,12.0,11.0,885893.0,0.0,747295.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
9,0.0,844330.0,844330.0,0.0,0.0,14.0,346.0,1.0,-1.0,14.0,11.0,844330.0,0.0,526140.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
10,0.0,884059.0,884059.0,0.0,28557.0,12.0,403.0,1.0,-1.0,12.0,11.0,884059.0,0.0,641705.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
11,0.0,808544.0,808544.0,0.0,0.0,11.0,415.0,1.0,-1.0,11.0,12.0,808544.0,0.0,567262.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
12,0.0,796469.0,796469.0,0.0,0.0,11.0,437.0,1.0,-1.0,11.0,11.0,796469.0,0.0,621046.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
13,0.0,971165.0,971165.0,111097.0,207233.0,10.0,542.0,1.0,-1.0,10.0,10.0,971165.0,0.0,401668.0,111097.0,111097.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
14,0.0,830329.0,830329.0,0.0,0.0,12.0,566.0,1.0,-1.0,12.0,13.0,830329.0,0.0,672251.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
15,0.0,1063642.0,1063642.0,0.0,0.0,7.0,681.0,1.0,-1.0,7.0,7.0,1063642.0,0.0,720769.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
16,0.0,797230.0,797230.0,0.0,0.0,6.0,707.0,1.0,-1.0,6.0,6.0,797230.0,0.0,363028.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
17,0.0,865894.0,865894.0,0.0,0.0,7.0,798.0,1.0,-1.0,7.0,6.0,865894.0,0.0,422987.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
18,0.0,991188.0,991188.0,0.0,0.0,7.0,838.0,1.0,-1.0,7.0,7.0,991188.0,0.0,734795.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
19,0.0,801584.0,801584.0,0.0,0.0,37.0,1008.0,1.0,-1.0,37.0,36.0,801584.0,0.0,756662.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641906444028.651
