,ingressRetxAfterBurst,ingressMax,ingressHeightP95,ecnVol,ecnAfterBurst,avgConnections,Position,Length,FirstRetxPosition,maxConnections,maxConnAfterBurst,ingressVol,ingressRetxVol,ingressAfterBurst,ecnP99,ecnP90,LastRetxPosition,sessionIngressVol,sessionIngressRetxVol,sessionECNVol,sessionAvgConnections,Ingress P99.900000,Ingress P99.000000,Ingress P90.000000,Egress P99.900000,Egress P99.000000,Egress P90.000000,ECN P99.900000,ECN P99.000000,ECN P90.000000,Burst Threshold,StartTimestamp
0,0.0,1110925.0,1110925.0,684829.0,87513.0,21.0,126.0,1.0,-1.0,21.0,14.0,1110925.0,0.0,439688.0,684829.0,684829.0,-1.0,,,,,,,,,,,,,,,1641907110031.121
1,0.0,923623.0,923623.0,0.0,0.0,13.0,314.0,1.0,-1.0,13.0,4.0,923623.0,0.0,304060.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641907110031.121
2,0.0,804598.0,804598.0,293154.0,31055.0,18.0,440.0,1.0,-1.0,18.0,6.0,804598.0,0.0,362313.0,293154.0,293154.0,-1.0,,,,,,,,,,,,,,,1641907110031.121
3,0.0,954535.0,954535.0,7029.0,0.0,21.0,656.0,1.0,-1.0,21.0,9.0,954535.0,0.0,184758.0,7029.0,7029.0,-1.0,,,,,,,,,,,,,,,1641907110031.121
4,0.0,1025073.0,1025073.0,663073.0,91276.0,57.0,706.0,1.0,-1.0,57.0,10.0,1025073.0,0.0,340678.0,663073.0,663073.0,-1.0,,,,,,,,,,,,,,,1641907110031.121
5,0.0,1135461.0,1135461.0,800001.0,110125.0,2.0,1650.0,1.0,-1.0,2.0,1.0,1135461.0,0.0,156159.0,800001.0,800001.0,-1.0,,,,,,,,,,,,,,,1641907110031.121
6,0.0,1468692.0,1439367.7,570726.0,78564.0,11.5,111.0,2.0,-1.0,13.0,6.0,2350898.0,0.0,196067.0,565018.74,513653.4,-1.0,,,,,,,,,,,,,,,1641907110031.121
7,0.0,1016082.0,1015452.9,360332.0,12158.0,38.5,324.0,2.0,-1.0,41.0,29.0,2019582.0,0.0,554226.0,237916.41999999998,227309.2,-1.0,,,,,,,,,,,,,,,1641907110031.121
8,0.0,1306380.0,1290578.75,1152586.0,92078.0,33.5,930.0,2.0,-1.0,35.0,10.0,2296735.0,0.0,408336.0,724402.36,697198.6000000001,-1.0,,,,,,,,,,,,,,,1641907110031.121
9,0.0,1294986.0,1273900.4,1171690.0,0.0,24.0,1296.0,2.0,-1.0,35.0,8.0,2168260.0,0.0,551971.0,1027551.58,946421.8,-1.0,,,,,,,,,,,,,,,1641907110031.121
10,,,,,,,,,,,,,,,,,,153882301.0,594.0,7956030.0,4.044871794871795,1296455.8260000015,690201.0599999997,224789.30000000002,1562500.0,1562500.0,408460.5000000001,736787.3040000097,81159.20999999967,0.0,0.5,1641907110031.121
