,ingressRetxAfterBurst,ingressMax,ingressHeightP95,ecnVol,ecnAfterBurst,avgConnections,Position,Length,FirstRetxPosition,maxConnections,maxConnAfterBurst,ingressVol,ingressRetxVol,ingressAfterBurst,ecnP99,ecnP90,LastRetxPosition,sessionIngressVol,sessionIngressRetxVol,sessionECNVol,sessionAvgConnections,Ingress P99.900000,Ingress P99.000000,Ingress P90.000000,Egress P99.900000,Egress P99.000000,Egress P90.000000,ECN P99.900000,ECN P99.000000,ECN P90.000000,Burst Threshold,StartTimestamp
0,0.0,862453.0,862453.0,371698.0,66108.0,37.0,161.0,1.0,-1.0,37.0,12.0,862453.0,0.0,152882.0,371698.0,371698.0,-1.0,,,,,,,,,,,,,,,1641905109030.151
1,0.0,784925.0,784925.0,0.0,0.0,66.0,514.0,1.0,-1.0,66.0,34.0,784925.0,0.0,421854.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641905109030.151
2,0.0,1065018.0,1065018.0,249120.0,44307.0,7.0,787.0,1.0,-1.0,7.0,8.0,1065018.0,0.0,497465.0,249120.0,249120.0,-1.0,,,,,,,,,,,,,,,1641905109030.151
3,0.0,965296.0,965296.0,0.0,0.0,7.0,791.0,1.0,-1.0,7.0,5.0,965296.0,0.0,409016.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,1641905109030.151
4,0.0,1539155.0,1510635.7999999998,3117636.0,62983.0,154.75,818.0,4.0,-1.0,185.0,143.0,4649020.0,0.0,535340.0,1253352.69,1251954.9,-1.0,,,,,,,,,,,,,,,1641905109030.151
5,,,,,,,,,,,,,,,,,,88477639.0,0.0,4870662.0,6.4352,1100803.1340000578,540737.1399999999,165456.40000000002,1562500.0,1562500.0,274866.4,510419.792000172,3484.139999999974,0.0,0.5,1641905109030.151
