FlowId,Type,Size,StartTime,EndTime,FCT,RxBytes,FinReceived
0,Background,1048576,0.126397,0.255208407,0.12881140700000002,1087892,True
1,Background,102400,0.127592,0.131469562,0.003877562000000001,106400,True
1,Background,1024,0.128401,0.212813382,0.08441238200000001,106400,True
1,Background,10485760,0.12858,0.168381436,0.039801435999999996,1087892,True
3,Background,102400,0.129786,0.133069126,0.0032831259999999973,1087892,True
2,Background,102400,0.130363,0.155756777,0.025393777000000006,106400,True
0,Background,102400,0.131504,0.263398215,0.13189421499999998,106400,True
1,Background,1048576,0.131768,0.252070687,0.12030268700000002,1244,True
1,Background,1024,0.131871,0.263893814,0.13202281400000002,1244,True
3,Background,1048576,0.132891,0.268185474,0.13529447399999997,1087892,True
2,Background,10485760,0.133847,0.212813382,0.078966382,106400,True
1,Background,102400,0.134306,0.269002442,0.134696442,106400,True
1,Background,1048576,0.13601,0.247873492,0.11186349200000001,1244,True
3,Background,10485760,0.136757,0.20752239,0.07076539000000001,106400,True
0,Background,1024,0.137074,0.274300864,0.13722686399999998,1244,True
1,Background,102400,0.137662,0.248204527,0.110542527,1087892,True
0,Background,102400,0.137886,0.276274918,0.13838891799999997,106400,True
2,Background,102400,0.138045,0.19684541,0.05880041,10838,True
0,Background,1048576,0.138417,0.279230337,0.14081333699999998,1087892,True
2,Background,10240,0.140893,0.248204527,0.10731152700000002,1087892,True
2,Background,1048576,0.142615,0.149774492,0.007159492000000017,106400,True
1,Background,10485760,0.143921,0.309125284,0.165204284,10876994,True
3,Background,102400,0.145228,0.165229491,0.02000149100000001,1087892,True
2,Background,104857600,0.145411,0.500886094,0.35547509399999994,108768230,True
1,Background,102400,0.145456,0.174459425,0.029003425,1244,True
1,Background,10485760,0.146052,0.313263352,0.167211352,10876994,True
2,Background,10240,0.146262,0.263893814,0.117631814,1244,True
2,Background,1048576,0.148536,0.255574847,0.10703884699999999,106400,True
2,Background,104857600,0.151952,0.238743295,0.08679129499999999,10838,True
2,Background,1024,0.152175,0.158996143,0.006821143000000002,106400,True
2,Background,1024,0.152196,0.304546139,0.152350139,1244,True
1,Background,10240,0.152832,0.305825761,0.15299376099999998,10838,True
1,Background,102400,0.154377,0.274300864,0.11992386399999999,1244,True
1,Background,102400,0.154438,0.255208407,0.10077040700000003,1087892,True
2,Background,10240,0.158743,0.317643835,0.158900835,10838,True
0,Background,10485760,0.160892,0.343060296,0.18216829599999998,10876994,True
0,Background,10240,0.163373,0.326903993,0.163530993,10838,True
2,Background,102400,0.163789,0.195072096,0.03128309600000001,10838,True
2,Background,1024,0.164883,0.242464743,0.07758174300000001,10838,True
1,Background,102400,0.166978,0.174627307,0.007649307000000022,106400,True
4,Background,10240,0.167042,0.268185474,0.10114347399999998,1087892,True
2,Background,10240,0.16777,0.178274815,0.010504815,1244,True
5,Background,1024,0.168712,0.180899747,0.012187746999999999,106400,True
1,Background,1048576,0.16873,0.339768506,0.17103850600000003,1087892,True
0,Background,10240,0.17054,0.341239193,0.170699193,10838,True
1,Background,10240,0.171174,0.342455994,0.171281994,10838,True
1,Background,10240,0.171828,0.276274918,0.10444691799999997,106400,True
1,Background,102400,0.171992,0.344508296,0.17251629599999999,106400,True
0,Background,1024,0.172476,0.345053225,0.17257722500000003,1244,True
2,Background,10240,0.173342,0.278320512,0.10497851200000002,10876994,True
1,Background,102400,0.173768,0.223873713,0.050105712999999996,10876994,True
0,Background,102400,0.175473,0.351469799,0.17599679900000004,106400,True
1,Background,1048576,0.176918,0.182407407,0.005489407000000002,106400,True
5,Background,102400,0.179171,0.268185474,0.08901447399999998,1087892,True
6,Background,102400,0.179263,0.268185474,0.08892247399999997,1087892,True
1,Background,1048576,0.179518,0.361320513,0.181802513,1087892,True
2,Background,1048576,0.180183,0.361320513,0.181137513,1087892,True
1,Background,102400,0.181647,0.363685127,0.182038127,106400,True
1,Background,10240,0.181825,0.363805785,0.181980785,10838,True
2,Background,10485760,0.182093,0.182407407,0.0003144069999999888,106400,True
2,Background,102400,0.183519,0.223873713,0.040354713000000014,10876994,True
1,Background,102400,0.186022,0.326903993,0.140881993,10838,True
2,Background,102400,0.186372,0.309125284,0.12275328399999999,10876994,True
0,Background,10240,0.186699,0.373553254,0.186854254,10838,True
2,Background,102400,0.188833,0.378056016,0.189223016,106400,True
6,Background,10240,0.189145,0.219691661,0.030546661000000003,106400,True
1,Background,1048576,0.189159,0.380613301,0.19145430100000002,1087892,True
2,Background,1048576,0.189836,0.33448041,0.14464441,106400,True
4,Background,1048576,0.190966,0.384461123,0.19349512300000002,1087892,True
7,Background,10240,0.192112,0.268185474,0.07607347399999997,1087892,True
3,Background,102400,0.19305,0.239687396,0.046637396,10838,True
1,Background,102400,0.19387,0.250089823,0.056219823,106400,True
1,Background,102400,0.195301,0.373553254,0.178252254,10838,True
2,Background,102400,0.196439,0.344508296,0.148069296,106400,True
2,Background,1024,0.196452,0.342455994,0.146003994,10838,True
2,Background,102400,0.198254,0.247873492,0.04961949199999999,1244,True
0,Background,1024,0.198659,0.397469863,0.19881086299999998,1244,True
5,Background,1048576,0.198704,0.384461123,0.18575712300000002,1087892,True
0,Background,102400,0.199301,0.398992196,0.19969119600000002,106400,True
1,Background,102400,0.199517,0.399280009,0.199763009,106400,True
2,Background,1024,0.200798,0.217647116,0.016849115999999997,1244,True
1,Background,10240,0.201,0.345053225,0.144053225,1244,True
0,Background,10240,0.201276,0.40270752,0.20143151999999998,10838,True
0,Background,10240,0.201485,0.403124544,0.20163954399999998,10838,True
1,Background,1048576,0.201859,0.406072465,0.20421346499999998,1087892,True
0,Background,1048576,0.20225,0.406809757,0.20455975699999998,1087892,True
3,Background,10240,0.204128,0.304502832,0.100374832,1244,True
2,Background,1048576,0.204504,0.411290928,0.206786928,1087892,True
2,Background,10240,0.205175,0.252070687,0.04689568700000002,1244,True
1,Background,102400,0.205518,0.403124544,0.19760654399999997,10838,True
3,Background,102400,0.205584,0.411558903,0.205974903,106400,True
2,Background,10485760,0.207194,0.234615107,0.027421107,1087892,True
3,Background,1024,0.208331,0.247873492,0.03954249200000001,1244,True
3,Background,1024,0.208566,0.361320513,0.152754513,1087892,True
2,Background,102400,0.209606,0.419529632,0.209923632,106400,True
1,Background,102400,0.210329,0.341239193,0.130910193,10838,True
3,Background,1048576,0.211551,0.33448041,0.12292941000000002,106400,True
3,Background,10240,0.212025,0.276481552,0.06445655200000003,106400,True
2,Background,10240,0.212436,0.226609926,0.014173925999999976,106400,True
2,Background,1048576,0.215873,0.276274918,0.06040191799999997,106400,True
3,Background,10240,0.216128,0.255574847,0.03944684700000001,106400,True
1,Background,102400,0.216205,0.432801063,0.21659606299999998,106400,True
4,Background,10240,0.216737,0.239687396,0.022950395999999984,10838,True
1,Background,102400,0.216778,0.343060296,0.126282296,10876994,True
3,Background,1048576,0.216969,0.335699145,0.11873014499999998,10838,True
2,Background,10240,0.217135,0.380613301,0.16347830100000002,1087892,True
1,Background,10240,0.219097,0.279230337,0.06013333700000001,1087892,True
3,Background,10485760,0.220801,0.276274918,0.05547391799999998,106400,True
0,Background,1048576,0.222682,0.447662692,0.22498069199999998,1087892,True
0,Background,102400,0.224174,0.448738688,0.22456468799999998,106400,True
2,Background,102400,0.224577,0.343060296,0.11848329599999999,10876994,True
1,Background,10240,0.22642,0.452995808,0.226575808,10838,True
2,Background,10240,0.226852,0.453860775,0.227008775,10838,True
2,Background,10240,0.227556,0.339768506,0.11221250600000002,1087892,True
1,Background,1048576,0.231572,0.465430589,0.233858589,1087892,True
0,Background,102400,0.231896,0.464311471,0.23241547099999998,106400,True
4,Background,102400,0.232112,0.361320513,0.129208513,1087892,True
0,Background,102400,0.23222,0.464829855,0.232609855,106400,True
4,Background,102400,0.232583,0.259963559,0.027380559,106400,True
1,Background,102400,0.233979,0.398992196,0.16501319600000003,106400,True
1,Background,10240,0.235676,0.250036151,0.014360150999999988,1087892,True
4,Background,1048576,0.236308,0.290848127,0.05454012700000002,106400,True
3,Background,102400,0.236724,0.380613301,0.14388930100000002,1087892,True
3,Background,1024,0.237513,0.327967602,0.09045460200000002,106400,True
2,Background,10240,0.237835,0.398992196,0.16115719600000003,106400,True
0,Background,102400,0.238673,0.477736336,0.239063336,106400,True
